time,laccx,laccy,laccz,grax,gray,graz,gyrx,gyry,gyrz,accx,accy,accz,magx,magy,magz
113320060,0.0029932652,-0.040483095,-0.027417526,-0.029943578,9.680042,1.5704315,0.0034157895,-0.0014473684,7.4539473E-4,-0.05389,9.58437,1.5640901,47.221874,38.80125,142.37813
113320080,0.023077998,-0.0019929968,-0.0415146,-0.0295132,9.680365,1.5684488,2.7500046E-4,2.1999993E-4,4.6749995E-4,-0.0062099975,9.677851,1.5265502,47.2125,39.044064,142.20938
113320100,-0.019474601,-0.0857886,-0.0046208,-0.0276634,9.6808405,1.5655537,-0.0052525,0.0021450003,-6.3250016E-4,-0.0067300014,9.673531,1.5309501,47.2125,39.1875,142.25626
113320120,0.026862105,-0.019539054,-0.037672844,-0.029114157,9.680773,1.5659432,0.0038427631,-0.00165,0.0022,-0.029370002,9.618751,1.5503701,47.100002,38.943752,141.7875
113320140,0.032535654,-0.007626049,-0.0414896,-0.02676015,9.68121,1.5632765,-0.0038843749,2.6812498E-4,-8.25E-4,0.009843102,9.679537,1.5179536,47.100002,38.890182,141.50179
113320160,0.00199655,-0.0554175,-0.02044865,-0.023994751,9.681714,1.5601926,-0.0027018748,0.0011275,1.0312494E-4,0.0066299983,9.636749,1.53495,47.206875,38.8875,141.36282
113320180,0.01931575,-0.016719151,-0.035326347,-0.0237167,9.681923,1.5589087,0.0032587503,3.0249998E-4,0.0012375,-0.013750001,9.628751,1.5291301,47.283752,38.762814,141.35626
113320200,0.019195948,-0.011634842,-0.033621736,-0.021952368,9.68232,1.5564733,-0.0038210526,0.0015125,7.8157894E-4,-1.9137934E-4,9.679123,1.5211036,47.572502,38.88094,141.35626
113320220,0.0169625,-0.047457002,-0.020053,-0.0202855,9.682732,1.553931,-0.00130625,4.125E-4,2.75E-4,0.0010499998,9.633951,1.5353,47.80125,38.8875,141.35626
113320240,0.023836,-0.0273125,-0.029554,-0.0187785,9.682939,1.5526575,0.00240625,9.625E-4,7.5625E-4,0.00705,9.637051,1.539,48.097504,38.762814,141.35626
113320260,0.021871895,-0.028565843,-0.026770053,-0.01668837,9.683247,1.5507557,-0.003126316,8.756579E-4,1.5197365E-4,0.0035327587,9.661879,1.5162414,48.005623,38.80969,141.64125
113320280,0.02740025,-0.03139555,-0.0182353,-0.0146809,9.68355,1.5488813,3.1625014E-4,-8.249999E-5,9.1437506E-4,-0.007510001,9.609911,1.5390002,48.285004,38.652187,141.65625
113320300,0.0083090495,-0.01578715,-0.031169951,-0.01234945,9.683744,1.5476899,9.4874995E-4,0.0010175,-6.8750232E-6,0.015685,9.66428,1.52255,48.187504,38.456253,141.6
113320320,0.0115074515,-0.0168335,-0.027919501,-0.011717049,9.6840725,1.5456359,-0.0034925,3.0249998E-4,-7.15E-4,-0.009615,9.66888,1.51455,48.062504,38.22411,141.42143
113320340,0.019350842,-0.017640527,-0.017587896,-0.010639,9.68442,1.5434635,3.111842E-4,-5.0657894E-5,2.75E-4,-0.022532143,9.625458,1.5463072,47.5875,38.2125,141.35626
113320360,7.4399635E-5,-0.0215586,-0.0158436,-0.0089032,9.684608,1.5422993,-0.0010175003,0.0017325,8.525E-4,7.5E-4,9.667351,1.5268701,47.5125,38.456253,141.6
113320380,0.0037878002,-0.019756801,-0.0146518,-0.008786,9.684722,1.5415869,-0.0033275,6.324999E-4,0.0012375,-0.011250001,9.661351,1.52557,47.58393,38.295536,141.31429
113320400,0.0123942625,-0.022148315,-0.011093842,-0.008219263,9.684895,1.540499,0.0011072367,-0.0012953947,0.0019322367,-0.032250002,9.625523,1.5335357,47.80125,38.21625,141.12187
113320420,-0.0033810497,-0.0335617,-0.011121299,-0.0071235998,9.6849985,1.5398517,-4.8124813E-5,0.0011206248,2.8187508E-4,0.002655,9.65775,1.5297,47.88375,38.33719,141.29063
113320440,0.0041174493,-0.03000635,-0.010167001,-0.0074398,9.685035,1.5396158,-0.002550625,4.675001E-4,-1.1000002E-4,-0.012645001,9.649751,1.5277002,47.994373,38.62875,141.19313
113320460,0.00901405,-0.02745265,-0.01505175,-0.00706925,9.685115,1.5391136,5.0874986E-4,2.7499962E-5,2.75E-4,-0.020785715,9.615472,1.5566679,48.05344,38.875317,141.1875
