time,laccx,laccy,laccz,grax,gray,graz,gyrx,gyry,gyrz,accx,accy,accz,magx,magy,magz
113345060,-2.9805256E-4,-0.043379944,-0.0037446318,-0.011151947,9.684578,1.5424737,2.822368E-4,-6.9473684E-4,-5.5723684E-4,-0.015000001,9.646501,1.538475,42.19875,33.947815,139.87782
113345080,0.0079934,-0.0392074,-0.0071680006,-0.0110766,9.68454,1.5427223,2.7499977E-5,-0.0,9.625E-4,-0.0070599997,9.647231,1.5339501,42.062813,33.956253,139.85626
113345100,0.009133,-0.0401882,-0.0055852006,-0.0103008,9.684563,1.5425761,6.875E-4,-0.0,9.35E-4,-0.0012299998,9.64398,1.53618,41.717815,33.724686,139.5178
113345120,0.004573,-0.033478603,-0.0041904002,-0.0095714005,9.684557,1.542617,2.4750002E-4,-0.0,-5.225E-4,0.0035500003,9.64736,1.5251601,41.7,33.944065,139.5
113345140,0.004059158,-0.03578195,-0.0107961055,-0.009208579,9.68454,1.5427203,5.0657894E-5,4.0526316E-4,-3.256579E-4,-0.0014571426,9.655672,1.5445286,41.5875,33.787502,139.38751
113345160,0.0028475,-0.0383255,-0.014961051,-0.00892315,9.684614,1.5422544,-2.40625E-4,5.29375E-4,-4.6749998E-4,-0.006415,9.643981,1.5241501,41.694645,33.787502,139.31607
113345180,0.0022365001,-0.0365287,-0.0106258,-0.00867115,9.684732,1.54151,4.8124988E-5,-0.0,1.375E-4,-0.0024299999,9.62985,1.5266101,42.038437,33.55594,139.66875
113345200,-0.002089421,-0.045998372,-0.018606106,-0.00847858,9.684802,1.5410795,-2.3157889E-4,-0.0,1.375E-4,-0.010090001,9.6362505,1.5126902,42.18094,33.419064,139.84782
113345220,-0.0019040001,-0.046079002,-0.017075,-0.0086010005,9.684946,1.540179,-3.4375E-4,-0.0,6.1875E-4,-0.0096724145,9.639017,1.5266743,42.472504,32.96719,140.08781
113345240,-0.0065955003,-0.047408998,-0.017438501,-0.008698,9.685078,1.539345,2.0625E-4,-5.5E-4,6.1875E-4,-0.010300001,9.640051,1.53295,42.487503,32.658752,140.38501
113345260,-0.0059325,-0.046345,-0.0070145,-0.009361001,9.685211,1.538498,2.0625E-4,-6.875E-5,-9.625E-4,-0.018000001,9.637051,1.5319501,42.600002,32.756252,140.45625
113345280,-0.0054404736,-0.046413735,-0.0069106314,-0.010042053,9.685217,1.5384576,6.296052E-4,9.625E-4,-0.0014835526,-0.013137932,9.63912,1.5306052,42.492863,32.809822,140.74197
113345300,-0.0044221496,-0.0449109,-0.00316315,-0.010512201,9.685214,1.5384781,1.9250001E-4,-1.7187503E-4,1.7187503E-4,-0.016120002,9.64148,1.5454001,42.309376,33.097504,140.70282
113345320,4.4675E-4,-0.03875535,-0.00132825,-0.01083205,9.6851635,1.5387982,8.249999E-5,-4.95E-4,5.70625E-4,-0.0108827595,9.642242,1.5370501,42.05625,33.1875,140.58751
113345340,9.821053E-5,-0.039619524,-0.0017180527,-0.010791631,9.685102,1.539188,2.243421E-4,5.5723684E-4,1.375E-4,-0.0095379315,9.647106,1.5370501,42.0,33.24375,140.51251
113345360,-0.0052262004,-0.0425722,0.0021444003,-0.0107846,9.685031,1.5396347,-5.500001E-4,3.8499996E-4,1.375E-4,-0.0018,9.64497,1.54665,42.0,33.11875,140.45894
113345380,-0.004712,-0.042450003,-0.007235801,-0.0112992,9.684909,1.5403955,-1.3749991E-4,5.7750003E-4,-5.225E-4,-0.017730001,9.642,1.5426902,42.0,32.95219,140.40282
113345400,-0.0052946,-0.042447202,-0.0034201995,-0.011674199,9.684906,1.54041,-5.500001E-4,-2.7500006E-4,2.7500006E-4,-0.015030001,9.642,1.5300901,42.0,32.658752,140.16844
113345420,0.0068188943,-0.04542084,8.9689484E-4,-0.012094263,9.6848545,1.5407307,-7.236851E-5,-4.0526318E-4,4.9210526E-4,-3.214284E-4,9.633387,1.5267215,42.0,32.643753,139.87126
113345440,0.0125744,-0.048622504,-0.010959449,-0.01146815,9.684735,1.5414855,-6.5312494E-4,-7.15E-4,1.375E-4,0.001755,9.636841,1.537605,42.178123,32.80406,139.69594
113345460,0.01227835,-0.047968,-0.0062493505,-0.01045425,9.684799,1.5410852,0.001395625,2.4062494E-4,-5.775E-4,4.5500006E-4,9.635441,1.528305,42.1875,32.8875,139.6875
113345480,0.01210785,-0.044012003,-0.0106027,-0.0094452,9.684793,1.5411289,7.4250007E-4,9.625E-4,-2.4750002E-4,0.0,9.646094,1.5314572,42.348217,33.3875,139.79465
113345500,0.014307527,-0.042360105,-0.0040141577,-0.008368526,9.684818,1.5409789,-0.0018236842,3.0394737E-4,1.375E-4,0.00263,9.642,1.5273101,42.48094,33.412502,139.85345
113345520,0.0112213,-0.042318102,-0.010720199,-0.0071225995,9.684776,1.5412467,-2.6125E-4,6.7375E-4,1.375E-4,0.0060300003,9.642,1.53861,42.309376,33.6975,140.08781
113345540,0.0021143002,-0.054105,-0.0020107,-0.0061555,9.684831,1.5409168,-8.249997E-5,2.8875002E-4,1.375E-4,-0.0139500005,9.628051,1.5150001,42.1875,33.24375,140.2875
113345560,-0.009677842,-0.036122788,-0.016150948,-0.0060568945,9.684755,1.5413966,0.0012085526,7.092105E-4,-6.730263E-4,-0.0076551726,9.6293125,1.5403707,42.062504,32.95804,140.57323
113345580,-0.0029705002,-0.05142025,-0.0024189998,-0.0069362503,9.684899,1.540486,1.375E-4,9.625E-4,-1.375E-4,-0.015931036,9.650623,1.5224743,42.10969,32.943752,140.58751
113345600,-0.012217999,-0.03219475,-0.0070497496,-0.007266,9.684828,1.540927,4.125E-4,2.40625E-4,-6.875E-4,-0.030000001,9.658951,1.5319501,42.005623,32.890312,140.80124
113345620,-0.0064532496,-0.025023,0.0073912498,-0.00824175,9.684839,1.540852,-8.59375E-4,-8.25E-4,5.84375E-4,-0.020881034,9.660688,1.534138,41.893127,33.047813,141.04407
113345640,-0.012480474,-0.023574736,-0.0065128426,-0.008672316,9.684683,1.5418403,2.532895E-4,-0.0011,0.0011,-0.0126051735,9.65924,1.5506897,41.8875,32.89594,141.10968
113345660,0.0051898,-0.0479656,0.0114104,-0.00971,9.684677,1.5418606,-0.0027225001,-0.0011,3.2999998E-4,-0.0102200005,9.63658,1.53655,41.709377,33.332813,140.8275
113345680,-0.0038988001,-0.052033,3.0579953E-4,-0.009239599,9.684435,1.5433888,7.150001E-4,-0.0011,1.375E-4,-0.00332069,9.6304035,1.5548226,41.7,33.24938,140.59875
113345700,0.00714079,-0.053425312,0.011700421,-0.009518789,9.68429,1.5442923,-0.0018019737,6.368421E-4,9.480263E-4,-0.0143896565,9.631749,1.5410639,41.521873,33.19031,140.51625
113345720,-0.00501135,-0.043371253,-0.013333301,-0.0089658,9.684034,1.5458949,0.001148125,1.4437498E-4,-6.5312505E-4,-0.022030002,9.62991,1.5504001,41.7975,32.95594,140.29877
113345740,-0.0091348495,-0.045718398,-0.0012747997,-0.00939105,9.684106,1.5454478,-9.00625E-4,-9.35E-4,-2.7499977E-5,-0.016505001,9.640845,1.5316551,41.88375,33.050625,140.10938
113345760,-0.00676995,-0.042292,-0.0151485,-0.010080149,9.6840315,1.5459144,3.7812503E-4,-1.6499998E-4,9.5562503E-4,-0.017805,9.637546,1.5449551,42.1725,33.109688,139.99313
113345780,0.019680737,-0.028835632,-0.010867001,-0.010465053,9.684148,1.545186,-2.9671052E-4,-9.842105E-4,0.0020842105,-0.0024,9.650431,1.54059,42.401253,33.397503,140.48625
113345800,0.0252706,-0.0403476,-0.0181436,-0.0087214,9.684242,1.5445993,5.775E-4,-0.0011,3.4375006E-4,0.013320001,9.65223,1.53231,42.359062,33.644062,140.58377
113345820,0.0193537,-0.0289932,-0.0096159,-0.0066348994,9.684381,1.5437332,-0.00116875,-1.1000002E-4,-8.525E-4,0.01662,9.64293,1.52571,42.40969,33.994686,140.40938
113345840,0.032921,-0.029934686,-0.007975894,-0.004803105,9.68449,1.5430509,0.0026631579,-0.0,9.914474E-4,0.025320001,9.637831,1.5327501,41.8425,34.0125,140.2219
113345860,0.0037747002,-0.0346355,-0.0100976005,-0.0020701,9.684516,1.5428983,-0.001161875,9.14375E-4,-8.59375E-4,0.020265002,9.652515,1.5340501,41.705627,33.79875,140.10562
113345880,0.0292075,-0.0303977,-0.0074997,-0.0016441,9.684588,1.542455,5.84375E-4,4.812501E-5,9.968749E-4,9.650009E-4,9.649216,1.5320501,41.468437,33.84094,140.1
113345900,-0.0150926,-0.0347695,-0.01608845,8.751999E-4,9.684649,1.5420653,0.0017324999,-0.0,1.85625E-4,-0.00935,9.6376505,1.54105,41.50969,33.719063,139.86845
113345920,-0.015904,-0.044729,0.005887,-5.87E-4,9.684793,1.541159,-4.125E-4,-0.0,-9.625E-4,-0.016050002,9.64605,1.53235,41.58375,33.783752,139.69594
113345940,-0.014548,-0.034974,-0.016784,-0.001942,9.684614,1.542282,-4.125E-4,-0.0,1.375E-4,-0.016050002,9.640051,1.5469501,41.462814,33.55594,139.9725
113345960,-0.006126,-0.044695,-0.01109,-0.003182,9.684759,1.541376,-4.125E-4,-0.0,1.375E-4,-0.007,9.63335,1.5280001,41.865936,33.650623,139.86282
113345980,-0.0146423,-0.049303602,-0.024360798,-0.00376385,9.684818,1.541,-3.575E-4,-0.0,1.3749998E-4,-0.01210345,9.638292,1.5248277,42.047813,33.65625,140.37282
113346000,-0.0046470496,-0.0443871,-0.0102111995,-0.0050200494,9.685049,1.5395405,7.425E-4,4.8125E-5,8.249999E-5,-0.017730001,9.635421,1.5166001,42.35625,33.65625,140.58751
113346020,-0.01084125,-0.033558,-0.02654975,-0.00552905,9.685115,1.5391192,0.0016293749,9.14375E-4,-9.625E-4,-0.014790002,9.64602,1.52778,42.35625,33.54911,140.80179
113346040,-0.007412737,-0.042793106,0.0026448949,-0.006557263,9.685378,1.5374702,-0.0012664474,-0.0,-9.625E-4,-0.014115518,9.648977,1.5234673,42.64125,33.365627,141.32907
113346060,-0.0046379,-0.039922398,0.0071204,-0.0073036,9.685253,1.538249,5.9125E-4,9.625E-5,-8.6624996E-4,-0.012290001,9.64463,1.5427501,42.65625,33.24938,141.30281
113346080,-0.0049351994,-0.0347117,0.008371899,-0.0077251997,9.685071,1.5393928,-1.6499999E-4,8.525E-4,-1.1E-4,-0.01771,9.649051,1.5424399,42.49594,33.19031,141.35345
113346100,0.0069894213,-0.028829157,-0.02507221,-0.0082325265,9.684896,1.5404894,5.9342105E-4,-2.3881579E-4,-9.842105E-4,-0.008177587,9.651906,1.5344278,42.300003,33.412502,140.8125
113346120,-0.0053625503,-0.034067,0.00787165,-0.00765615,9.685144,1.5389345,-9.00625E-4,-9.5562503E-4,-1.65E-4,-0.0036000002,9.654151,1.5161701,42.121433,33.412502,140.70537
113346140,9.125E-4,-0.029001601,-0.019084202,-0.00818545,9.684988,1.5399132,0.001313125,-1.375E-4,-7.7000004E-4,-0.0116,9.653351,1.5268902,42.112503,33.1875,140.58751
113346160,-9.3040004E-4,-0.044265352,-0.00622445,-0.00801765,9.685167,1.5387857,-9.00625E-4,-1.375E-4,9.35E-4,-0.0073000006,9.649461,1.5253451,42.1875,33.1875,140.70001
113346180,0.0015406315,-0.027471054,-0.018143054,-0.008076632,9.685177,1.5387272,0.0011361842,-2.8947368E-4,1.7368421E-4,-0.0079392865,9.637051,1.5332465,42.1875,33.473217,140.70001
113346200,0.0023316,-0.0395214,-0.0055554,-0.0078090006,9.685331,1.5377574,-0.0017050001,-9.075E-4,0.0011,-0.00405,9.644251,1.52997,42.116253,33.487503,140.52188
113346220,-8.7339996E-4,-0.051015597,-0.006976,-0.0074762,9.685333,1.5377411,8.25E-4,-5.5E-4,0.00132,-0.00636,9.64016,1.5310401,41.61375,33.932816,140.17407
113346240,0.0053599477,-0.03770326,-0.0040917895,-0.0073597366,9.685328,1.5377808,5.9342105E-4,-0.0015342104,0.001736842,-0.008142858,9.632872,1.529143,41.5875,33.724686,139.87126
113346260,0.01131825,-0.0452295,-0.0029145002,-0.00686,9.685293,1.5379895,-2.75E-4,6.875E-4,0.0,0.0027000005,9.640051,1.5337002,41.462814,34.068752,139.9097
113346280,0.00440875,-0.04517775,-0.0080355005,-0.00593575,9.685242,1.5383224,2.40625E-4,-1.375E-4,-5.15625E-4,0.0015,9.640051,1.5320251,41.865936,33.8025,140.09062
113346300,0.0077817505,-0.0458095,-0.0060405,-0.00571675,9.685274,1.5381224,0.001271875,4.125E-4,-0.001546875,6.1071455E-4,9.642515,1.5270001,42.101254,33.377815,139.99313
113346320,-0.012772737,-0.04758732,-0.01538442,-0.0051037893,9.685257,1.5382361,-2.75E-4,0.0012302632,-2.8947368E-4,-0.007830001,9.63969,1.5182,42.059063,33.534374,140.14781
113346340,-0.0178175,-0.0476893,-0.0032275005,-0.0063347006,9.685358,1.5375843,3.4375E-4,-8.1125E-4,-7.7E-4,-0.021470003,9.637051,1.5294001,42.112503,33.487503,140.2875
113346360,-0.0062374,-0.044058003,-0.0147263,-0.0078586005,9.685318,1.53783,0.0011687499,-4.2625002E-4,0.0,-0.021210002,9.64785,1.5312002,42.05893,33.541073,140.5018
113346380,-4.147899E-4,-0.03956579,-0.0025842104,-0.00838921,9.685426,1.5371549,3.763158E-4,-7.960526E-4,0.0,-0.013150001,9.65305,1.5326,42.05625,33.419064,140.29877
113346400,0.0051436997,-0.04353365,-0.00839795,-0.008347,9.685392,1.5373676,6.80625E-4,-4.7437497E-4,3.85E-4,-0.0051775863,9.642429,1.5301449,41.77125,33.25219,140.44781
113346420,0.001313,-0.038265146,-0.0025370503,-0.007867199,9.685391,1.5373726,-0.001375,-3.7812497E-4,3.2999998E-4,-0.0017600001,9.63607,1.52855,41.5875,33.7125,140.51251
113346440,0.011929099,-0.043704502,2.695499E-4,-0.0078294,9.685325,1.5377986,-0.001375,5.775E-4,-7.15E-4,0.0044400003,9.640591,1.5270301,41.8125,33.54375,140.21251
113346460,0.008196737,-0.044266894,0.009673367,-0.0067943684,9.685213,1.5385065,-5.644736E-4,-1.375E-4,0.0,0.0017741378,9.640858,1.5461535,42.098217,34.27589,139.58751
113346480,0.0048816,-0.046359003,-0.0077288,-0.0060494,9.684987,1.5399305,-4.3999997E-4,-1.375E-4,0.0,-0.009470001,9.640051,1.5327301,42.059063,34.597504,139.78781
113346500,-0.0084618,-0.0434808,-0.0072885994,-0.0056342003,9.684981,1.5399687,-6.8750005E-4,3.0249998E-4,0.0,-0.01423,9.633031,1.5374601,42.112503,34.612503,139.9875
113346520,-0.0077563683,-0.03964258,-0.011458473,-0.0063400525,9.684999,1.5398548,4.5592105E-4,4.993421E-4,4.631579E-4,-0.0139500005,9.645637,1.5271035,41.898212,34.45179,140.27322
113346540,-6.6955015E-4,-0.0521812,-0.0047294497,-0.00696275,9.685062,1.5394454,4.8124988E-5,-1.375E-4,6.05E-4,-0.00918,9.651031,1.5294302,41.81625,34.03406,140.2875
113346560,0.0105654,-0.0445989,-0.0077417498,-0.0070645,9.685021,1.5397041,3.6437507E-4,-1.375E-4,-4.95E-4,-4.0E-4,9.633091,1.52585,41.8125,33.959064,140.44781
113346580,0.0104231,-0.042926848,-0.0062883995,-0.00620445,9.685026,1.5396872,-3.8500002E-4,-5.70625E-4,-6.05E-4,0.0044650002,9.64278,1.533885,41.88375,33.279377,140.17125
113346600,-0.004693052,-0.05553937,-0.009704685,-0.005245421,9.685019,1.5397396,-2.1710523E-4,-1.2302632E-4,5.210526E-4,-0.0013392854,9.639986,1.5312858,42.101254,33.065628,139.9247
113346620,-0.0156485,-0.0473615,-0.0081710005,-0.0056305,9.685031,1.5396554,2.0625E-4,-6.875E-5,5.5E-4,-0.021000002,9.625051,1.53495,42.18375,32.94938,139.9125
113346640,-0.0143059995,-0.047373,-0.008093,-0.0069730002,9.685042,1.539577,2.0625E-4,-6.875E-5,0.0,-0.021000002,9.64105,1.5296501,42.401253,33.228752,140.14406
113346660,-0.011787526,-0.051784474,-7.1184186E-4,-0.008231473,9.685043,1.5395668,-2.1710523E-4,-1.2302634E-4,0.0,-0.018857144,9.642622,1.5391072,42.359062,33.404064,140.67282
113346680,-0.004418,-0.0382947,7.4550003E-4,-0.009199649,9.684942,1.5401947,2.1999997E-4,-5.70625E-4,6.05E-4,-0.0177,9.640451,1.5419,42.19594,33.359062,140.985
113346700,-0.00504445,-0.03940575,4.426E-4,-0.00953035,9.684856,1.5407372,3.3E-4,-1.375E-4,4.95E-4,-0.011700001,9.648451,1.5399,42.062813,33.35625,141.10687
113346720,0.0015551504,-0.044706002,-0.008240451,-0.009904999,9.68477,1.54128,2.1999997E-4,-1.375E-4,6.05E-4,-0.012630001,9.646111,1.53603,41.77125,33.12469,141.34409
113346740,0.005738737,-0.043343,-0.004545316,-0.009628895,9.684793,1.5411319,3.618421E-4,-6.9473684E-4,0.0011,-4.0000002E-4,9.640182,1.52631,41.756252,33.1875,141.3
113346760,0.006475,-0.0437404,-0.008173001,-0.0090801995,9.684762,1.5413322,1.6499998E-4,-5.2249996E-4,4.3999997E-4,-0.0044,9.64148,1.53891,41.98839,32.95536,141.35359
113346780,0.0131006,-0.0447204,-0.0013329997,-0.0085221995,9.684784,1.5411962,3.8500005E-4,-1.375E-4,0.0,-0.008400001,9.64356,1.51923,42.57,33.050625,141.0178
113346800,0.006361,-0.0503918,-0.0080272015,-0.0075292,9.68471,1.5416656,1.6499998E-4,5.225E-4,-0.0012375,0.0061500003,9.639358,1.5472502,42.65344,33.39469,140.60814
113346820,0.009283105,-0.048174262,-0.0019266331,-0.0071242107,9.68471,1.5416639,-2.75E-4,-3.4013155E-4,-0.0014546053,-0.0028499998,9.632426,1.52925,42.78094,33.644062,140.3025
113346840,0.0028916004,-0.0461182,-0.0160991,-0.0063329497,9.684626,1.5421956,-2.75E-4,-4.7437503E-4,-3.8500002E-4,-0.01289,9.6404,1.5411501,42.716255,34.119377,139.93126
113346860,-0.0047036,-0.048635747,-0.0154441,-0.0061601503,9.68475,1.5414212,4.3999995E-4,5.775E-4,-7.15E-4,-0.009201724,9.636834,1.5150054,42.65906,34.143753,140.09062
113346880,-0.0033617895,-0.04795263,-0.021120422,-0.0067022108,9.684866,1.5406961,8.25E-4,9.625E-4,-0.0011,-0.010546552,9.6353855,1.5280397,42.37125,34.090313,140.27814
113346900,-0.0038815,-0.044017,-0.007643601,-0.0071023,9.685038,1.5396059,-7.15E-4,1.9250001E-4,-0.0011,-0.00255,9.65091,1.5235502,42.01781,33.73125,141.1425
113346920,-0.0075891004,-0.044266902,-0.0114057,-0.0074645,9.685049,1.5395367,1.6499995E-4,-1.375E-4,-3.3E-4,-0.0116300015,9.641741,1.5368601,42.053436,33.498753,141.34782
113346940,-0.0050117,-0.0433553,-0.0044036,-0.0081267,9.685095,1.5392379,-7.15E-4,6.325E-4,0.0,-0.015030002,9.640441,1.52616,41.824688,33.362816,141.30281
113346960,4.728947E-4,-0.042614207,-0.013627211,-0.008647632,9.685073,1.5393765,9.5526315E-4,1.5197368E-4,-8.105263E-4,-0.0139500005,9.642,1.542,41.759064,33.48094,140.33813
113346980,-0.0072625,-0.05706475,-0.0019692502,-0.00863,9.685158,1.5388392,-5.84375E-4,-1.375E-4,-2.75E-4,-0.008,9.638824,1.5236251,41.88094,33.64781,140.10938
113347000,-6.530001E-4,-0.047421254,-0.013160749,-0.00925375,9.685091,1.5392568,0.0018218749,-1.375E-4,0.0,-0.016,9.626125,1.5383251,42.101254,33.834373,139.63689
113347020,-0.0052547893,-0.04079189,-0.014451053,-0.009219211,9.685141,1.5389409,-0.002105921,-1.375E-4,8.684211E-4,-0.016050002,9.6355505,1.52505,42.575626,34.235626,139.55907
113347040,-0.0028261999,-0.048055597,-0.0108628,-0.009832599,9.685246,1.5382768,-2.7499918E-5,7.425E-4,-0.00143,-0.015030002,9.642151,1.5254401,42.49313,34.256252,139.55626
113347060,-0.0053307996,-0.0423384,-0.0121178,-0.0102022,9.685275,1.5380949,-9.35E-4,8.249998E-5,-0.0012925,-0.011630001,9.63615,1.5267401,42.487503,34.256252,139.6097
113347080,0.0018506002,-0.052005,-5.351999E-4,-0.01068,9.685365,1.5375252,0.001265,-1.375E-4,-2.1999999E-4,-0.00431,9.638711,1.5328901,42.024372,33.81094,139.84407
113347100,0.011643105,-0.06279474,-0.004644684,-0.010493105,9.685215,1.538459,-0.0025907895,-9.480263E-4,0.0,-0.004145,9.627655,1.5373551,41.76844,33.377815,139.9097
113347120,0.0040891496,-0.056110747,-2.4899782E-5,-0.0095676,9.685161,1.5388104,0.0011206251,-2.8187496E-4,-9.35E-4,0.0011549998,9.620955,1.5326551,41.59594,33.12469,140.09062
113347140,0.0063724504,-0.046389297,-0.01004015,-0.009216799,9.685017,1.5397286,-0.001698125,-9.5562503E-4,-1.6499998E-4,-0.00546,9.640051,1.5270001,41.756252,32.5875,140.40001
113347160,0.008747052,-0.040712,-0.0051339474,-0.008730158,9.6850605,1.5394529,4.9210526E-4,-2.388158E-4,-9.842105E-4,-0.0014793103,9.640992,1.5289191,41.809822,32.5875,140.45358
113347180,0.0060974997,-0.0445126,-0.0108781,-0.007984,9.685055,1.5394883,8.25E-4,-1.375E-4,-1.1000002E-4,-1.3448272E-4,9.643682,1.5344018,42.044064,32.51625,140.50969
113347200,0.0140448,-0.053673197,-0.0025808003,-0.0075506005,9.685119,1.539093,8.25E-4,-1.375E-4,-9.9E-4,0.0029700003,9.6396,1.52901,42.34125,32.922188,140.29877
113347220,-0.0077449,-0.0373265,-0.0063551995,-0.0063518,9.685051,1.539515,8.25E-4,-1.375E-4,-1.1000002E-4,6.775856E-4,9.635256,1.5356432,42.35625,33.335625,140.0025
113347240,0.013246633,-0.053545106,-0.0023727368,-0.007055737,9.68504,1.5395896,-0.0012592105,-1.375E-4,0.0,-0.01525345,9.648394,1.532126,42.35625,33.40969,139.86282
113347260,-0.013801649,-0.0362864,-0.007119,-0.00604085,9.684969,1.5400394,7.15E-4,0.0019524998,-0.0010449999,-0.015830003,9.649051,1.53932,42.07125,33.483753,139.5178
113347280,0.0018563499,-0.05807465,0.015379049,-0.0072143,9.68497,1.5400459,-0.001265,-9.418749E-4,-5.500001E-5,-0.015739657,9.6416025,1.5393984,41.824688,33.416252,139.32188
113347300,-0.014119,-0.035007,-0.009365,-0.00716,9.684648,1.542046,0.001925,9.625E-4,-0.0011,-0.00405,9.625051,1.55595,41.88375,33.359062,139.49062
113347320,-9.54E-4,-0.039826,-0.009177,-0.008354,9.684678,1.541858,-0.001375,-0.0011,0.0,-0.0103,9.64595,1.52265,41.709377,33.24938,139.67813
113347340,0.006325,-0.044683,-0.013548,-0.008451,9.684747,1.54144,0.001925,9.625E-4,0.0,-0.00665,9.642651,1.5303,41.984997,33.19031,140.13281
113347360,-0.001401,-0.039958,-0.008349,-0.007907,9.684811,1.54103,-0.001375,-1.375E-4,0.0,-0.0019500001,9.640051,1.5270001,41.8875,33.24375,140.15625
113347380,-0.0012774,-0.0335547,-0.01610245,-0.008030551,9.684872,1.540643,0.001711875,-1.8562499E-4,0.0,-0.0036000002,9.65025,1.53015,42.0,33.412502,140.1
113347400,-0.00119015,-0.04659495,0.010447999,-0.0081169,9.684981,1.5399495,-0.00207625,-0.001051875,5.5E-5,-0.009000001,9.64655,1.5332351,41.8875,33.65625,139.9875
113347420,-8.1600004E-4,-0.033001315,-0.017332632,-0.008114001,9.684785,1.5411928,0.0025546052,-1.881579E-4,0.0011,-0.008785714,9.637757,1.5491465,41.7,33.787502,139.85626
113347440,0.0049591996,-0.037410498,-0.0039807,-0.0080428,9.684896,1.5404928,-0.00290125,-0.0011,9.9E-4,-0.00411,9.64695,1.53065,41.753574,33.787502,139.80269
113347460,-0.0031448996,-0.0354944,-0.011648799,-0.0075994,9.6848955,1.5404985,0.001705,-0.00100375,0.0,-0.0055500004,9.647791,1.5330302,41.80969,33.71625,139.97813
113347480,0.0059944,-0.0379659,-0.0035000998,-0.00788,9.684973,1.5400125,-1.6499999E-4,-2.7499998E-5,-1.1E-4,-0.010671429,9.649479,1.5287144,42.044064,33.55219,140.14781
113347500,0.008240368,-0.040599313,-0.011517262,-0.0074673686,9.684948,1.5401663,5.9342105E-4,8.467105E-4,-9.842105E-4,-0.0042,9.64773,1.5326,42.10969,33.54375,140.38782
113347520,0.011054151,-0.044218503,-0.00584245,-0.0067153503,9.685,1.5398402,-8.7999995E-4,2.7500006E-5,0.0,0.0021450003,9.642261,1.5304451,42.059063,33.365627,140.45345
113347540,0.00353195,-0.041591503,-0.01011865,-0.0057768,9.685008,1.5398072,0.0014300001,7.975E-4,0.0,0.0035700004,9.641431,1.53537,42.10969,33.24938,140.50969
113347560,-0.0110082105,-0.0478739,6.41E-4,-0.0054817894,9.68504,1.5396,-8.5394736E-4,3.618421E-5,0.0,-0.009470001,9.640551,1.5380901,42.005623,33.065628,140.58377
113347580,-0.010017,-0.040095203,0.0016034,-0.0064732004,9.684948,1.5401751,0.001485,5.5E-4,0.0,-0.016050002,9.64033,1.5403448,41.893127,32.89594,140.17781
113347600,-0.0063203997,-0.0500394,-4.819996E-5,-0.0072976006,9.684835,1.5408697,-2.75E-4,-9.075E-4,2.2E-4,-0.012850001,9.64883,1.5380001,41.3175,32.94094,140.10281
113347620,0.0051314,-0.0504088,6.978001E-4,-0.0077362005,9.684727,1.5415592,-2.75E-4,-1.375E-4,0.0011,-0.00279,9.64077,1.53717,41.447815,33.050625,139.86845
113347640,0.0031877365,-0.046054736,-0.0071149995,-0.0072035263,9.684606,1.5423162,-2.75E-4,-3.4013158E-4,8.68421E-4,-0.0029637932,9.63586,1.538157,41.402817,33.34125,139.80281
113347660,0.00417425,-0.0523155,-0.0037062499,-0.006898,9.684597,1.5423727,0.0,-8.59375E-4,0.0,-0.0026999998,9.64235,1.5303,41.578125,33.12469,139.56845
113347680,0.0014160001,-0.052864,-0.01658725,-0.0065342505,9.684548,1.5426841,8.25E-4,-3.78125E-4,0.0,-0.0027,9.635651,1.5223,41.51625,33.397503,139.55626
113347700,1.20526325E-4,-0.05064947,-0.005370579,-0.00640379,9.684665,1.5419574,5.355263E-4,-5.5723684E-4,0.0,-0.0050586206,9.632561,1.5313551,41.8875,33.112503,139.6125
113347720,0.0018728,-0.0534209,-0.013589699,-0.0063928002,9.684626,1.5422004,-6.05E-4,3.4375E-4,0.0,-0.00918,9.638551,1.5324001,42.33393,33.18393,139.50536
113347740,9.805E-4,-0.051808205,-0.0069756997,-0.0062184,9.684689,1.5418111,-3.8499996E-4,-8.1125E-4,0.0,-0.00669,9.63515,1.5392301,42.35625,32.9025,139.55345
113347760,-6.269995E-5,-0.0518043,-0.023276199,-0.0061324,9.684685,1.5418308,9.35E-4,-1.375E-4,0.0,-0.00509,9.63195,1.52511,42.40969,32.8875,139.55626
113347780,-0.0043914737,-0.050493788,4.3942127E-4,-0.006177158,9.684887,1.540558,3.1842105E-4,5.5723684E-4,-3.4736842E-4,-0.011142857,9.633236,1.5252857,42.127502,32.8875,139.68094
113347800,-0.01282315,-0.046303697,-0.0064381994,-0.00666065,9.684811,1.5410336,0.002110625,0.0012925,-3.2999998E-4,-0.021960001,9.636631,1.5318,42.112503,32.762814,139.6875
113347820,-0.008240299,-0.045563795,-8.266E-4,-0.0076519,9.684789,1.541168,-6.0499995E-4,-4.7437497E-4,0.0011,-0.016150001,9.638751,1.538305,41.720627,32.756252,139.9725
113347840,-0.013641789,-0.04614768,-0.0059010526,-0.008267841,9.684699,1.5417317,-3.4013158E-4,-7.4539473E-4,0.0011,-0.01245,9.64605,1.538475,41.7,32.649376,140.09438
113347860,-0.0027464002,-0.0426744,0.0016851996,-0.0094346,9.684653,1.5420089,-0.0010725001,-5.225E-4,2.2000002E-4,-0.017460002,9.64165,1.5465101,41.4,32.8875,140.15625
